ΕΞΣ/66051/Α4;Καμπύλες σωλήνος 110 μοίρες;εξαρτηματα-σωληνων-22.jpg; Για διάμετρο σωλήνα;22mm;;;;;;;;;;;;;;;
ΦΘΟ/1816-12;Πλαφονιέρα φθορίου μονή 20cm;πλαφονιερες-σκαφων-1.jpg;Dc;12 ή 24 volt;Μήκος;20 cm;Πλάτος;11 cm;;;;;;;;;;;
ΤΟΥΑΛ/15440/12;Τουαλέτες ηλεκτρικές deluxe  TMC ;τουαλετες-σκαφων-4.jpg;Dc;12 volt;Πλάτος;37 cm;Βάθος;45.5+3 cm;Υψος;38 cm;Είσοδος;25 mm;Έξοδος;25 mm;;;;;
ΤΟΥΑΛ/15440/24;Τουαλέτες ηλεκτρικές deluxe  TMC ;τουαλετες-σκαφων-4.jpg;Dc;24 volt;Πλάτος;37 cm;Βάθος;45.5+3 cm;Υψος;38 cm;Είσοδος;25 mm;Έξοδος;25 mm;;;;;
ΤΟΥΑΛ/15430/12;Τουαλέτες ηλεκτρικές μεσαίες  TMC ;τουαλετες-σκαφων-2-2.jpg;Dc;12 volt;Πλάτος;36 cm;Βάθος;45.5+3 cm;Υψος;37 cm;Είσοδος;25 mm;Έξοδος;25 mm;;;;;
ΤΟΥΑΛ/15430/24;Τουαλέτες ηλεκτρικές μεσαίες  TMC ;τουαλετες-σκαφων-2-2.jpg;Dc;24 volt;Πλάτος;36 cm;Βάθος;45.5+3 cm;Υψος;37 cm;Είσοδος;25 mm;Έξοδος;25 mm;;;;;
ΤΟΥΑΛ/15410/12;Τουαλέτες ηλεκτρικές μικρές TMC ;τουαλετες-σκαφων-2.jpg;Dc;12 volt;Πλάτος;33 cm;Βάθος;39+3 cm;Υψος;34.5 cm;Είσοδος;25 mm;Έξοδος;25 mm;;;;;
ΤΟΥΑΛ/15410/24;Τουαλέτες ηλεκτρικές μικρές TMC ;τουαλετες-σκαφων-2.jpg;Dc;24 volt;Πλάτος;33 cm;Βάθος;39+3 cm;Υψος;34.5 cm;Είσοδος;25 mm;Έξοδος;25 mm;;;;;
ΥΠ/LED/92;Υποβρύχιo λευκό φως σκαφών Neptune;φωτα-σκαφων-40-1.jpg;Dc;10-30v;Διαστάσεις;15cmx4cm;;;;;;;;;;;;;
ΥΠ/LED/92M;Υποβρύχιo μπλε φως σκαφών Neptune;φωτα-σκαφων-40-1.jpg;Dc;10-30v;Διαστάσεις;15cmx4cm;;;;;;;;;;;;;
ΦΛΟ/6620;Φλοτέρ αντλίας D-pump εώς 20 amp;φλοτερ-αντλιας-1.jpg;Dc;12-24 volt;;;;;;;;;;;;;;;
ΦΛΟ/OSC;Φλοτέρ αντλίας osculati εώς 15 amp;φλοτερ-αντλιας-2.jpg;Dc;12-24 volt;;;;;;;;;;;;;;;
ΦΛΟ/1660350;Φλοτέρ αντλίας osculati εώς 20 amp;φλοτερ-αντλιας-3.jpg;Dc;12-24 volt;;;;;;;;;;;;;;;
ΦΛΟ/RULE;Φλοτέρ αντλίας rule εώς 15 amp;φλοτερ-αντλιας-5.jpg;Dc;12-24 volt;;;;;;;;;;;;;;;
ΦΛΟ/SUPER;Φλοτέρ αντλίας rule εώς 20 amp;φλοτερ-αντλιας-4.jpg;Dc;12-24 volt;;;;;;;;;;;;;;;
ΦΛΟ/TMC;Φλοτέρ αντλίας TMC εώς 15 amp;φλοτερ-αντλιας-1-1.jpg;Dc;12-24 volt;;;;;;;;;;;;;;;
ΠΛΑ/00076-WHD;Φως Led push on-off οβάλ;φωτα-σκαφων-55.jpg;Dc;12 v;;;;;;;;;;;;;;;
ΦΩΣ/0322;Φως διαβάσματος chart Led;φωτα-σκαφων-53.jpg;Dc;10-30v;Κεριά;52;;;;;;;;;;;;;
ΦΩΣ/922D30;Φως διαβάσματος ανοξείδωτο;φωτα-σκαφων-52.jpg;Dc;10-30 volt;;;;;;;;;;;;;;;
ΠΛΑΦ/00171-WH;Φως μακρόστενο ρυθμιζόμενο με διακόπτη λευκό Led;φωτα-σκαφων-82-1.jpg;Dc;12v;Φωτισμός;Λευκό;Μήκος;18cm;;;;;;;;;;;
ΦΩΣ/0228-WH;Φως σπιράλ με διακόπτη λευκό Led;φωτα-σκαφων-82.jpg;Dc;12v;Φωτισμός;Λευκό;Σπιράλ;5mm x 38cm;;;;;;;;;;;
ΦΩΣ/1429;Φως σπιράλ με διακόπτη και πρίζα λευκό Led;φωτα-σκαφων-70.jpg;Dc;12v;Φωτισμός;Λευκό;Σπιράλ;5mm x 38cm;;;;;;;;;;;
ΦΙΛ/1919;Φίλτρο βενζίνης γραμμής ανοξείδωτο;φιλτρο-βενζινης-1.jpg;Ακρα;6;;;;;;;;;;;;;;;
ΤΕΝ/ΠΛ/79;T-Top 79 αλουμινίου;τεντες-πλευσης-2.jpg;Αλουμίνιο;6063;Σωλήνα;40mm;Ύψος;2 μέτρα;Φάρδος;εώς 1 μέτρο;Καπέλο;1.60x1.30 μέτρα;Βάρος;30 κιλά;;;;;
ΕΡΓ/YD1000;Εργάτης εξωτερικός 1000 watt;εργατες-σκαφων-1-1.jpg;Αλυσίδα;8 mm;Ισχύς;1000 watt;Μήκος;41 cm; Πλάτος Βάσης;13 cm;Ολικό πλάτος;30 cm;;;;;;;
ΦΡΕ/ΑΛΥΣ;Φρένο αλυσίδας ανοξείδωτο;φρενο-αλυσιδας.jpg;Αλυσίδα;6-8 mm;;;;;;;;;;;;;;;
ΦΡΕ/50604;Φρένα αλυσίδας ανοξείδωτα;φρενο-αλυσιδας.-2.jpg;Αλυσίδα;10/12  mm;;;;;;;;;;;;;;;
ΦΡΕ/50603;Φρένα αλυσίδας ανοξείδωτα;φρενο-αλυσιδας.-2.jpg;Αλυσίδα;8/10  mm;;;;;;;;;;;;;;;
ΛΑΜ/1323202;Ανταλλακτική λάμπα διπλή sealed beam;προβολεις-σκαφων-21.jpg;Ανταλλακτική λάμπα διπλή sealed beamΙσχύς;100 wattDc;;;;;;;;;;;;;;;
ΑΝΤ/ΛΑΜ/12;Ανταλλακτικές λάμπες προβολέα sealed beam;προβολεις-σκαφων-16.jpg;Ανταλλακτική λάμπα προβολέα sealed beamΙσχύς;100 wattDc;;;;;;;;;;;;;;;
ΛΑΜ/1323012;Ανταλλακτικές λάμπες προβολέα sealed beam;προβολεις-σκαφων-15.jpg;Ανταλλακτική λάμπα προβολέα sealed beamΙσχύς;100 wattDc;;;;;;;;;;;;;;;
ΒΑΡ/WIND/SF-2200;Παλάγκο έλξης/ανύψωσης;παλαγκο-χειρος.jpg;Ανύψωση;750 κιλά;Διαστάσεις;31x24x23 cm (Y);;;;;;;;;;;;;
ΠΑΛ/ΗΛ/250;Ηλεκτρικό παλάγκο για 250  κιλά;ηλεκτρικα-παλαγκα-1.jpg;Ανυψωτική ικανότητα;250 κιλά/500 κιλά διπλό;Ισχύς;930 watt; Συρματόσχοινο;4.2 mm x 15 μέτρα;;;;;;;;;;;
ΠΑΛ/ΗΛ/500;Ηλεκτρικό παλάγκο για 500  κιλά;ηλεκτρικα-παλαγκα-1.jpg;Ανυψωτική ικανότητα;500 κιλά/1000 κιλά διπλό;Ισχύς;1680 watt; Συρματόσχοινο;5.2 mm x 15 μέτρα;;;;;;;;;;;
ΑΓΚ/ΟΜ/Α4/2.5;Άγκυρες σπαστές ανοξείδωτες;αγκυρες-σκαφων-18.jpg;Βάρος;2.5 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΟΜ/Α4/3.2;Άγκυρες σπαστές ανοξείδωτες;αγκυρες-σκαφων-18.jpg;Βάρος;3.2 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΟΜ/Α4/4;Άγκυρες σπαστές ανοξείδωτες;αγκυρες-σκαφων-18.jpg;Βάρος;4 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΟΜ/Α4/6;Άγκυρες σπαστές ανοξείδωτες;αγκυρες-σκαφων-18.jpg;Βάρος;6 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΟΜ/1.5;Άγκυρες σπαστές γαλβανιζέ;αγκυρες-σκαφων-9.jpg;Βάρος;1.5 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΟΜ/10;Άγκυρες σπαστές γαλβανιζέ;αγκυρες-σκαφων-9.jpg;Βάρος;10 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΟΜ/12;Άγκυρες σπαστές γαλβανιζέ;αγκυρες-σκαφων-9.jpg;Βάρος;12 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΟΜ/15;Άγκυρες σπαστές γαλβανιζέ;αγκυρες-σκαφων-9.jpg;Βάρος;15 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΟΜ/2.5;Άγκυρες σπαστές γαλβανιζέ;αγκυρες-σκαφων-9.jpg;Βάρος;2.5 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΟΜ/3.2;Άγκυρες σπαστές γαλβανιζέ;αγκυρες-σκαφων-9.jpg;Βάρος;3.2 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΟΜ/4;Άγκυρες σπαστές γαλβανιζέ;αγκυρες-σκαφων-9.jpg;Βάρος;4 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΟΜ/6;Άγκυρες σπαστές γαλβανιζέ;αγκυρες-σκαφων-9.jpg;Βάρος;6 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΟΜ/8;Άγκυρες σπαστές γαλβανιζέ;αγκυρες-σκαφων-9.jpg;Βάρος;8 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/Α4/10;Άγκυρες  Bruce ανοξείδωτες;αγκυρες-σκαφων-3-1.jpg;Βάρος;10 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/10;Άγκυρες Bruce γαλβανιζέ;αγκυρες-σκαφων-13.jpg;Βάρος;10 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/Α4/15;Άγκυρες  Bruce ανοξείδωτες;αγκυρες-σκαφων-3-1.jpg;Βάρος;15 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/15;Άγκυρες Bruce γαλβανιζέ;αγκυρες-σκαφων-13.jpg;Βάρος;15 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/Α4/2;Άγκυρες  Bruce ανοξείδωτες;αγκυρες-σκαφων-3-1.jpg;Βάρος;2 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/2.5;Άγκυρες Bruce γαλβανιζέ;αγκυρες-σκαφων-13.jpg;Βάρος;2.5 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/Α4/20;Άγκυρες  Bruce ανοξείδωτες;αγκυρες-σκαφων-3-1.jpg;Βάρος;20 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/20;Άγκυρες Bruce γαλβανιζέ;αγκυρες-σκαφων-13.jpg;Βάρος;20 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/25;Άγκυρες Bruce γαλβανιζέ;αγκυρες-σκαφων-13.jpg;Βάρος;25 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/Α4/3.5;Άγκυρες  Bruce ανοξείδωτες;αγκυρες-σκαφων-3-1.jpg;Βάρος;3.5 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/3.5;Άγκυρες Bruce γαλβανιζέ;αγκυρες-σκαφων-13.jpg;Βάρος;3.5 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/Α4/30;Άγκυρες  Bruce ανοξείδωτες;αγκυρες-σκαφων-3-1.jpg;Βάρος;30 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/30;Άγκυρες Bruce γαλβανιζέ;αγκυρες-σκαφων-13.jpg;Βάρος;30 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/Α4/5;Άγκυρες  Bruce ανοξείδωτες;αγκυρες-σκαφων-3-1.jpg;Βάρος;5 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/5;Άγκυρες Bruce γαλβανιζέ;αγκυρες-σκαφων-13.jpg;Βάρος;5 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/Α4/50;Άγκυρες  Bruce ανοξείδωτες;αγκυρες-σκαφων-3-1.jpg;Βάρος;50 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/50;Άγκυρες Bruce γαλβανιζέ;αγκυρες-σκαφων-13.jpg;Βάρος;50 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/60;Άγκυρες Bruce γαλβανιζέ;αγκυρες-σκαφων-13.jpg;Βάρος;60 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/Α4/7.5;Άγκυρες  Bruce ανοξείδωτες;αγκυρες-σκαφων-3-1.jpg;Βάρος;7.5 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/ΜΠ/7.5;Άγκυρες Bruce γαλβανιζέ;αγκυρες-σκαφων-13.jpg;Βάρος;7.5 κιλα;;;;;;;;;;;;;;;
ΑΓΚ/LEW/10;Άγκυρες Δέλτα Lewmar γαλβανιζέ;αγκυρες-σκαφων-2.jpeg;Βάρος;10 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/LEW/16;Άγκυρες Δέλτα Lewmar γαλβανιζέ;αγκυρες-σκαφων-2.jpeg;Βάρος;16 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/LEW/20;Άγκυρες Δέλτα Lewmar γαλβανιζέ;αγκυρες-σκαφων-2.jpeg;Βάρος;20 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/LEW/25;Άγκυρες Δέλτα Lewmar γαλβανιζέ;αγκυρες-σκαφων-2.jpeg;Βάρος;25 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/LEW/4;Άγκυρες Δέλτα Lewmar γαλβανιζέ;αγκυρες-σκαφων-2.jpeg;Βάρος;4 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/LEW/6;Άγκυρες Δέλτα Lewmar γαλβανιζέ;αγκυρες-σκαφων-2.jpeg;Βάρος;6 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΚΑ/100;Άγκυρες καβούρια γαλβανιζέ;αγκυρες-σκαφων-7.jpg;Βάρος;100 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΚΑ/12;Άγκυρες καβούρια γαλβανιζέ;αγκυρες-σκαφων-7.jpg;Βάρος;12 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΚΑ/15;Άγκυρες καβούρια γαλβανιζέ;αγκυρες-σκαφων-7.jpg;Βάρος;15 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΚΑ/150;Άγκυρες καβούρια γαλβανιζέ;αγκυρες-σκαφων-7.jpg;Βάρος;150 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΚΑ/25;Άγκυρες καβούρια γαλβανιζέ;αγκυρες-σκαφων-7.jpg;Βάρος;25 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΚΑ/3;Άγκυρες καβούρια γαλβανιζέ;αγκυρες-σκαφων-7.jpg;Βάρος;3 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΚΑ/30;Άγκυρες καβούρια γαλβανιζέ;αγκυρες-σκαφων-7.jpg;Βάρος;30 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΚΑ/5;Άγκυρες καβούρια γαλβανιζέ;αγκυρες-σκαφων-7.jpg;Βάρος;5 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΚΑ/50;Άγκυρες καβούρια γαλβανιζέ;αγκυρες-σκαφων-7.jpg;Βάρος;50 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΚΑ/75;Άγκυρες καβούρια γαλβανιζέ;αγκυρες-σκαφων-7.jpg;Βάρος;75 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΚΑ/8;Άγκυρες καβούρια γαλβανιζέ;αγκυρες-σκαφων-7.jpg;Βάρος;8 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΠΙ/10;Άγκυρες πινέλο γαλβανιζέ ;αγκυρες-σκαφων-11.jpg;Βάρος;10 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΠΙ/12;Άγκυρες πινέλο γαλβανιζέ ;αγκυρες-σκαφων-11.jpg;Βάρος;12 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΠΙ/15;Άγκυρες πινέλο γαλβανιζέ ;αγκυρες-σκαφων-11.jpg;Βάρος;15 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΠΙ/20;Άγκυρες πινέλο γαλβανιζέ ;αγκυρες-σκαφων-11.jpg;Βάρος;20 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΠΙ/25;Άγκυρες πινέλο γαλβανιζέ ;αγκυρες-σκαφων-11.jpg;Βάρος;25 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΠΙ/35;Άγκυρες πινέλο γαλβανιζέ ;αγκυρες-σκαφων-11.jpg;Βάρος;35 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΒΡ/10;Άγκυρες τύπου Brittany γαλβανιζέ ;αγκυρες-σκαφων-5.jpg;Βάρος;10 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΒΡ/12;Άγκυρες τύπου Brittany γαλβανιζέ ;αγκυρες-σκαφων-5.jpg;Βάρος;12 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΒΡ/15;Άγκυρες τύπου Brittany γαλβανιζέ ;αγκυρες-σκαφων-5.jpg;Βάρος;15 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΒΡ/20;Άγκυρες τύπου Brittany γαλβανιζέ ;αγκυρες-σκαφων-5.jpg;Βάρος;20 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΒΡ/5;Άγκυρες τύπου Brittany γαλβανιζέ ;αγκυρες-σκαφων-5.jpg;Βάρος;5 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΒΡ/8;Άγκυρες τύπου Brittany γαλβανιζέ ;αγκυρες-σκαφων-5.jpg;Βάρος;8 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/Α4/12;Άγκυρες τύπου Cqr ανοξείδωτες;αγκυρες-σκαφων-15.jpg;Βάρος;12 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/Α4/16;Άγκυρες τύπου Cqr ανοξείδωτες;αγκυρες-σκαφων-15.jpg;Βάρος;16 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/Α4/22;Άγκυρες τύπου Cqr ανοξείδωτες;αγκυρες-σκαφων-15.jpg;Βάρος;22 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/Α4/5;Άγκυρες τύπου Cqr ανοξείδωτες;αγκυρες-σκαφων-15.jpg;Βάρος;5 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/Α4/7;Άγκυρες τύπου Cqr ανοξείδωτες;αγκυρες-σκαφων-15.jpg;Βάρος;7 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/Α4/9;Άγκυρες τύπου Cqr ανοξείδωτες;αγκυρες-σκαφων-15.jpg;Βάρος;9 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/12;Άγκυρες τύπου Cqr γαλβανιζέ;αγκυρες-σκαφων-16.jpg;Βάρος;12 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/16;Άγκυρες τύπου Cqr γαλβανιζέ;αγκυρες-σκαφων-16.jpg;Βάρος;16 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/22;Άγκυρες τύπου Cqr γαλβανιζέ;αγκυρες-σκαφων-16.jpg;Βάρος;22 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/27;Άγκυρες τύπου Cqr γαλβανιζέ;αγκυρες-σκαφων-16.jpg;Βάρος;27 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/35;Άγκυρες τύπου Cqr γαλβανιζέ;αγκυρες-σκαφων-16.jpg;Βάρος;35 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/5;Άγκυρες τύπου Cqr γαλβανιζέ;αγκυρες-σκαφων-16.jpg;Βάρος;5 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/7;Άγκυρες τύπου Cqr γαλβανιζέ;αγκυρες-σκαφων-16.jpg;Βάρος;7.5 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΣΙ/9;Άγκυρες τύπου Cqr γαλβανιζέ;αγκυρες-σκαφων-16.jpg;Βάρος;9 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/Α4/12;Άγκυρες τύπου Danforth ανοξείδωτες;αγκυρες-σκαφων-5.jpg;Βάρος;12 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/Α4/16;Άγκυρες τύπου Danforth ανοξείδωτες;αγκυρες-σκαφων-5.jpg;Βάρος;16 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/Α4/4;Άγκυρες τύπου Danforth ανοξείδωτες;αγκυρες-σκαφων-5.jpg;Βάρος;4 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/Α4/6;Άγκυρες τύπου Danforth ανοξείδωτες;αγκυρες-σκαφων-5.jpg;Βάρος;6 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/Α4/8;Άγκυρες τύπου Danforth ανοξείδωτες;αγκυρες-σκαφων-5.jpg;Βάρος;8 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/10;Άγκυρες τύπου Danforth γαλβανιζέ;αγκυρες-σκαφων-3.jpg;Βάρος;10 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/12;Άγκυρες τύπου Danforth γαλβανιζέ;αγκυρες-σκαφων-3.jpg;Βάρος;12 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/14;Άγκυρες τύπου Danforth γαλβανιζέ;αγκυρες-σκαφων-3.jpg;Βάρος;14 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/16;Άγκυρες τύπου Danforth γαλβανιζέ;αγκυρες-σκαφων-3.jpg;Βάρος;16 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/20;Άγκυρες τύπου Danforth γαλβανιζέ;αγκυρες-σκαφων-3.jpg;Βάρος;20 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/25;Άγκυρες τύπου Danforth γαλβανιζέ;αγκυρες-σκαφων-3.jpg;Βάρος;25 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/30;Άγκυρες τύπου Danforth γαλβανιζέ;αγκυρες-σκαφων-3.jpg;Βάρος;30 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/35;Άγκυρες τύπου Danforth γαλβανιζέ;αγκυρες-σκαφων-3.jpg;Βάρος;35 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/4;Άγκυρες τύπου Danforth γαλβανιζέ;αγκυρες-σκαφων-3.jpg;Βάρος;4 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/50;Άγκυρες τύπου Danforth γαλβανιζέ;αγκυρες-σκαφων-3.jpg;Βάρος;50 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/6;Άγκυρες τύπου Danforth γαλβανιζέ;αγκυρες-σκαφων-3.jpg;Βάρος;6 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/ΝΤ/8;Άγκυρες τύπου Danforth γαλβανιζέ;αγκυρες-σκαφων-3.jpg;Βάρος;8 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/Α4/10;Άγκυρες τύπου Δέλτα ανοξείδωτες;αγκυρες-σκαφων-5-1.jpg;Βάρος;10 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/Α4/15;Άγκυρες τύπου Δέλτα ανοξείδωτες;αγκυρες-σκαφων-5-1.jpg;Βάρος;15 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/Α4/20;Άγκυρες τύπου Δέλτα ανοξείδωτες;αγκυρες-σκαφων-5-1.jpg;Βάρος;20 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/Α4/30;Άγκυρες τύπου Δέλτα ανοξείδωτες;αγκυρες-σκαφων-5-1.jpg;Βάρος;30 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/Α4/5;Άγκυρες τύπου Δέλτα ανοξείδωτες;αγκυρες-σκαφων-5-1.jpg;Βάρος;5 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/Α4/7.5;Άγκυρες τύπου Δέλτα ανοξείδωτες;αγκυρες-σκαφων-5-1.jpg;Βάρος;7.5 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/10;Άγκυρες τύπου Δέλτα γαλβανιζέ 10;αγκυρες-σκαφων-2.jpg;Βάρος;10 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/15;Άγκυρες τύπου Δέλτα γαλβανιζέ 10;αγκυρες-σκαφων-2.jpg;Βάρος;15 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/20;Άγκυρες τύπου Δέλτα γαλβανιζέ 10;αγκυρες-σκαφων-2.jpg;Βάρος;20 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/25;Άγκυρες τύπου Δέλτα γαλβανιζέ 10;αγκυρες-σκαφων-2.jpg;Βάρος;25 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/30;Άγκυρες τύπου Δέλτα γαλβανιζέ 10;αγκυρες-σκαφων-2.jpg;Βάρος;30 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/5;Άγκυρες τύπου Δέλτα γαλβανιζέ 10;αγκυρες-σκαφων-2.jpg;Βάρος;5 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/50;Άγκυρες τύπου Δέλτα γαλβανιζέ 10;αγκυρες-σκαφων-2.jpg;Βάρος;50 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/60;Άγκυρες τύπου Δέλτα γαλβανιζέ 10;αγκυρες-σκαφων-2.jpg;Βάρος;60 κιλά;;;;;;;;;;;;;;;
ΑΓΚ/Τ/Δ/7.5;Άγκυρες τύπου Δέλτα γαλβανιζέ 10;αγκυρες-σκαφων-2.jpg;Βάρος;7.5 κιλά;;;;;;;;;;;;;;;
ΙΒΙ/903;Ιβιλάι για κάβους;μπαλονια-σκαφων-18.jpg;Βάρος;335 γραμμάρια;Διάμετρος;9cm;;;;;;;;;;;;;
19/7/ΓΧΨ/10;Συρματόσχοινα γαλβανιζέ ασύστροφο ;συρματοσχοινα-5.jpg;Βάρος; 390 γραμ/μέτρο;Θραύση;4.400 κιλά;;;;;;;;;;;;;
19/7/ΓΧΨ/12;Συρματόσχοινα γαλβανιζέ ασύστροφο ;συρματοσχοινα-5.jpg;Βάρος;560 γραμ/μέτρο;Θραύση; 7800 κιλά;;;;;;;;;;;;;
19/7/ΓΧΨ/14;Συρματόσχοινα γαλβανιζέ ασύστροφο ;συρματοσχοινα-5.jpg;Βάρος;760 γραμ/μέτρο;Θραύση; 10.000 κιλά;;;;;;;;;;;;;
19/7/ΓΧΨ/16;Συρματόσχοινα γαλβανιζέ ασύστροφο ;συρματοσχοινα-5.jpg;Βάρος;1000 γραμ/μέτρο;Θραύση; 10.000 κιλά;;;;;;;;;;;;;
